ConclDir;ConclQ;breaktype;code;correctness;datetime;givenanswer;givenanswertext;nouns;ordering;ordertext;p1;p2;sequence;syllog;time;validConclusions;vpid;cid
AC;A;calculations;QOWEKP;0;2016-07-05T15:29:26+03:00;2;2: All drillers are nurses;drillers,actors,nurses;2;Eq,Aq,Iq,Oq;Premise 1: All actors are drillers;Premise 2: All actors are nurses;26;AA4;10606;Iac,Ica;306;QOWEKP
AC;I;calculations;XVXBPB;0;2016-07-05T08:29:27-04:00;1;1: Some dentists are plumbers;dentists,lifeguards,plumbers;4;Iq,Oq,Aq,Eq;Premise 1: All dentists are lifeguards;Premise 2: All plumbers are lifeguards;54;AA3;7771;NVC;356;XVXBPB
AC;A;calculations;UFAXGM;0;2016-07-05T07:28:58-05:00;3;3: All potters are chemists;potters,sailors,chemists;4;Iq,Oq,Aq,Eq;Premise 1: Some sailors are potters;Premise 2: All sailors are chemists;2;IA4;7599;Iac,Ica;380;UFAXGM
AC;O;images;KKCVGH;0;2016-07-05T08:29:29-04:00;4;4: Some teachers are not golfers;teachers,bankers,golfers;2;Eq,Aq,Iq,Oq;Premise 1: Some teachers are not bankers;Premise 2: Some bankers are golfers;10;OI1;24352;NVC;370;KKCVGH
NVC;NVC;calculations;PQPLWC;1;2016-07-05T08:29:34-04:00;-1;Space: No conclusion is possible;drillers,actors,nurses;3;Eq,Oq,Iq,Aq;Premise 1: No actors are drillers;Premise 2: No actors are nurses;23;EE4;12085;NVC;355;PQPLWC
AC;I;calculations;TXTFLX;0;2016-07-05T08:29:29-04:00;1;1: Some swimmers are mayors;swimmers,cooks,mayors;5;Iq,Oq,Eq,Aq;Premise 1: No cooks are swimmers;Premise 2: No mayors are cooks;29;EE2;65032;NVC;357;TXTFLX
CA;O;calculations;XVXBPB;1;2016-07-05T08:29:30-04:00;8;8: Some boxers are not typists;typists,dancers,boxers;4;Iq,Oq,Aq,Eq;Premise 1: All typists are dancers;Premise 2: No boxers are dancers;55;AE3;1604;Eac,Eca,Oac,Oca;356;XVXBPB
CA;O;calculations;UFAXGM;1;2016-07-05T07:29:02-05:00;8;8: Some farmers are not assistants;assistants,scholars,farmers;4;Iq,Oq,Aq,Eq;Premise 1: No assistants are scholars;Premise 2: All farmers are scholars;3;EA3;2155;Eac,Eca,Oac,Oca;380;UFAXGM
AC;A;images;NRUCLE;0;2016-07-05T08:29:35-04:00;4;4: All brokers are agents;brokers,secretaries,agents;5;Iq,Oq,Eq,Aq;Premise 1: All secretaries are brokers;Premise 2: All secretaries are agents;7;AA4;12311;Iac,Ica;373;NRUCLE
AC;A;images;TTOIVF;0;2016-07-05T08:29:34-04:00;4;4: All porters are brewers;porters,judges,brewers;5;Iq,Oq,Eq,Aq;Premise 1: No porters are judges;Premise 2: All judges are brewers;54;EA1;9907;Oca;325;TTOIVF
NVC;NVC;default;OPRVJN;1;2016-07-05T08:29:30-04:00;-1;Space: No conclusion is possible;therapists,skaters,climbers;1;Aq,Eq,Oq,Iq;Premise 1: No skaters are therapists;Premise 2: Some skaters are not climbers;25;EO4;47951;NVC;337;OPRVJN
CA;I;images;SZHNZT;0;2016-07-05T08:29:33-04:00;0;0: Some divers are linguists;linguists,carpenters,divers;1;Aq,Eq,Oq,Iq;Premise 1: Some carpenters are linguists;Premise 2: Some divers are carpenters;10;II2;10399;NVC;369;SZHNZT
CA;E;calculations;MDXJSL;1;2016-07-05T08:29:30-04:00;8;8: No divers are carpenters;carpenters,linguists,divers;1;Aq,Eq,Oq,Iq;Premise 1: No carpenters are linguists;Premise 2: All divers are linguists;3;EA3;19289;Eac,Eca,Oac,Oca;377;MDXJSL
AC;O;calculations;XVXBPB;0;2016-07-05T08:29:33-04:00;2;2: Some drivers are not writers;drivers,hikers,writers;4;Iq,Oq,Aq,Eq;Premise 1: Some drivers are hikers;Premise 2: Some hikers are writers;56;II1;1432;NVC;356;XVXBPB
AC;I;calculations;BNNBAQ;1;2016-07-05T08:29:39-04:00;3;3: Some planners are artists;planners,surfers,artists;2;Eq,Aq,Iq,Oq;Premise 1: All surfers are planners;Premise 2: Some artists are surfers;0;AI2;76661;Iac,Ica;378;BNNBAQ
CA;O;default;WMXPPG;0;2016-07-05T08:29:38-04:00;9;9: Some swimmers are not cooks;cooks,mayors,swimmers;1;Aq,Eq,Oq,Iq;Premise 1: Some cooks are not mayors;Premise 2: No swimmers are mayors;17;OE3;26217;NVC;361;WMXPPG
CA;O;calculations;JBHTQK;1;2016-07-05T08:29:40-04:00;9;9: Some boxers are not actuaries;actuaries,opticians,boxers;0;Aq,Iq,Oq,Eq;Premise 1: No actuaries are opticians;Premise 2: Some boxers are opticians;36;EI3;10012;Oca;352;JBHTQK
CA;E;calculations;SMKISI;0;2016-07-05T08:29:37-04:00;9;9: No hunters are athletes;athletes,hunters,lawyers;6;Oq,Iq,Eq,Aq;Premise 1: All athletes are hunters;NA;0;A_1;29683;NVC;382;SMKISI
AC;O;default;MNWGCV;0;2016-07-05T08:29:18-04:00;1;1: Some dentists are not lifeguards;dentists,plumbers,lifeguards;7;Oq,Iq,Aq,Eq;Premise 1: All plumbers are dentists;Premise 2: Some plumbers are lifeguards;18;AI4;15663;Iac,Ica;367;MNWGCV
CA;A;calculations;UFAXGM;0;2016-07-05T07:29:09-05:00;9;9: All auditors are painters;painters,cleaners,auditors;4;Iq,Oq,Aq,Eq;Premise 1: Some painters are not cleaners;Premise 2: All auditors are cleaners;4;OA3;4899;Oac;380;UFAXGM
AC;O;calculations;XVXBPB;0;2016-07-05T08:29:39-04:00;2;2: Some barbers are not jugglers;barbers,investors,jugglers;4;Iq,Oq,Aq,Eq;Premise 1: Some investors are not barbers;Premise 2: Some jugglers are investors;57;OI2;3836;NVC;356;XVXBPB
AC;E;images;DBHHZZ;0;2016-07-05T08:29:40-04:00;1;1: No swimmers are mayors;swimmers,cooks,mayors;3;Eq,Oq,Iq,Aq;Premise 1: No swimmers are cooks;Premise 2: All cooks are mayors;4;EA1;13582;Oca;371;DBHHZZ
CA;O;calculations;UFAXGM;0;2016-07-05T07:29:12-05:00;8;8: Some skaters are not miners;miners,poets,skaters;4;Iq,Oq,Aq,Eq;Premise 1: All poets are miners;Premise 2: No skaters are poets;5;AE2;1825;Oac;380;UFAXGM
CA;I;calculations;XVXBPB;0;2016-07-05T08:29:42-04:00;7;7: Some campers are fencers;fencers,engineers,campers;4;Iq,Oq,Aq,Eq;Premise 1: All engineers are fencers;Premise 2: No engineers are campers;58;AE4;1075;Oac;356;XVXBPB
NVC;NVC;images;KKCVGH;1;2016-07-05T08:29:43-04:00;-1;Space: No conclusion is possible;surfers,artists,planners;2;Eq,Aq,Iq,Oq;Premise 1: Some surfers are not artists;Premise 2: Some planners are not artists;11;OO3;11883;NVC;370;KKCVGH
CA;I;calculations;QOWEKP;0;2016-07-05T15:29:42+03:00;9;9: Some typists are dancers;dancers,boxers,typists;2;Eq,Aq,Iq,Oq;Premise 1: Some boxers are dancers;Premise 2: Some typists are not boxers;27;IO2;14796;NVC;306;QOWEKP
AC;I;calculations;UFAXGM;0;2016-07-05T07:29:15-05:00;1;1: Some hunters are athletes;hunters,lawyers,athletes;4;Iq,Oq,Aq,Eq;Premise 1: No hunters are lawyers;Premise 2: All lawyers are athletes;6;EA1;1061;Oca;380;UFAXGM
AC;I;calculations;XVXBPB;0;2016-07-05T08:29:45-04:00;1;1: Some cleaners are auditors;cleaners,painters,auditors;4;Iq,Oq,Aq,Eq;Premise 1: Some cleaners are not painters;Premise 2: No auditors are painters;59;OE3;1150;NVC;356;XVXBPB
CA;O;images;NRUCLE;0;2016-07-05T08:29:48-04:00;8;8: Some lifeguards are not plumbers;plumbers,dentists,lifeguards;5;Iq,Oq,Eq,Aq;Premise 1: Some plumbers are not dentists;Premise 2: Some lifeguards are dentists;8;OI3;11416;NVC;373;NRUCLE
CA;A;images;SORCMA;0;2016-07-05T08:29:38-04:00;9;9: All chefs are scientists;scientists,runners,chefs;4;Iq,Oq,Aq,Eq;Premise 1: All runners are scientists;Premise 2: Some runners are chefs;12;AI4;20216;Iac,Ica;372;SORCMA
CA;O;calculations;OUGSBA;0;2016-07-05T07:30:13-05:00;9;9: Some actors are not drillers;drillers,nurses,actors;0;Aq,Iq,Oq,Eq;Premise 1: All nurses are drillers;Premise 2: Some actors are nurses;1;AI2;45258;Iac,Ica;376;OUGSBA
AC;E;calculations;MDXJSL;0;2016-07-05T08:29:42-04:00;2;2: No porters are judges;porters,brewers,judges;1;Aq,Eq,Oq,Iq;Premise 1: Some porters are brewers;Premise 2: No brewers are judges;4;IE1;10199;Oac;377;MDXJSL
CA;I;images;VGYRLT;1;2016-07-05T13:29:40+01:00;8;8: Some actors are workers;workers,painters,actors;6;Oq,Iq,Eq,Aq;Premise 1: Some painters are workers;Premise 2: All painters are actors;3;IA4;23361;Iac,Ica;374;VGYRLT
AC;O;calculations;XVXBPB;0;2016-07-05T08:29:47-04:00;2;2: Some nurses are not drillers;nurses,actors,drillers;4;Iq,Oq,Aq,Eq;Premise 1: Some actors are not nurses;Premise 2: All actors are drillers;60;OA4;1146;Oca;356;XVXBPB
AC;O;calculations;RBMPFK;0;2016-07-05T08:29:49-04:00;1;1: Some climbers are not doctors;climbers,tellers,doctors;7;Oq,Iq,Aq,Eq;Premise 1: No tellers are climbers;Premise 2: Some tellers are doctors;36;EI4;21241;Oca;359;RBMPFK
AC;A;calculations;UFAXGM;0;2016-07-05T07:29:21-05:00;3;3: All joggers are riders;joggers,counselors,riders;4;Iq,Oq,Aq,Eq;Premise 1: Some counselors are not joggers;Premise 2: All counselors are riders;7;OA4;4027;Oca;380;UFAXGM
AC;O;calculations;XVXBPB;0;2016-07-05T08:29:51-04:00;2;2: Some novelists are not travelers;novelists,analysts,travelers;4;Iq,Oq,Aq,Eq;Premise 1: Some analysts are not novelists;Premise 2: No analysts are travelers;61;OE4;1705;NVC;356;XVXBPB
AC;I;images;SZHNZT;0;2016-07-05T08:29:51-04:00;4;4: Some lawyers are hunters;lawyers,athletes,hunters;1;Aq,Eq,Oq,Iq;Premise 1: Some lawyers are athletes;Premise 2: No athletes are hunters;11;IE1;16597;Oac;369;SZHNZT
NVC;NVC;images;KKCVGH;1;2016-07-05T08:29:52-04:00;-1;Space: No conclusion is possible;miners,poets,skaters;2;Eq,Aq,Iq,Oq;Premise 1: No poets are miners;Premise 2: No poets are skaters;12;EE4;7668;NVC;370;KKCVGH
AC;E;default;RAXUPV;1;2016-07-05T07:29:51-05:00;4;4: No actuaries are boxers;actuaries,opticians,boxers;0;Aq,Iq,Oq,Eq;Premise 1: All actuaries are opticians;Premise 2: No boxers are opticians;19;AE3;21842;Eac,Eca,Oac,Oca;360;RAXUPV
CA;O;calculations;UFAXGM;0;2016-07-05T07:29:25-05:00;8;8: Some barbers are not investors;investors,jugglers,barbers;4;Iq,Oq,Aq,Eq;Premise 1: Some investors are jugglers;Premise 2: Some jugglers are barbers;8;II1;2279;NVC;380;UFAXGM
CA;O;calculations;XVXBPB;0;2016-07-05T08:29:54-04:00;8;8: Some pilots are not tailors;tailors,singers,pilots;4;Iq,Oq,Aq,Eq;Premise 1: All singers are tailors;Premise 2: Some pilots are not singers;62;AO2;1568;NVC;356;XVXBPB
CA;I;calculations;TXTFLX;0;2016-07-05T08:29:54-04:00;7;7: Some dentists are lifeguards;lifeguards,plumbers,dentists;5;Iq,Oq,Eq,Aq;Premise 1: All lifeguards are plumbers;Premise 2: Some plumbers are not dentists;30;AO1;12657;NVC;357;TXTFLX
AC;I;calculations;QOWEKP;0;2016-07-05T15:29:55+03:00;3;3: Some brewers are judges;brewers,porters,judges;2;Eq,Aq,Iq,Oq;Premise 1: Some porters are not brewers;Premise 2: Some porters are judges;28;OI4;11345;NVC;306;QOWEKP
CA;E;calculations;SMKISI;0;2016-07-05T08:29:56-04:00;9;9: No therapists are climbers;climbers,therapists,skaters;6;Oq,Iq,Eq,Aq;Premise 1: No climbers are therapists;NA;1;E_1;17699;NVC;382;SMKISI
CA;I;calculations;XVXBPB;0;2016-07-05T08:29:57-04:00;7;7: Some sculptors are bakers;bakers,gamblers,sculptors;4;Iq,Oq,Aq,Eq;Premise 1: All bakers are gamblers;Premise 2: No gamblers are sculptors;63;AE1;1096;Eac,Eca,Oac,Oca;356;XVXBPB
CA;O;default;BALKVO;0;2016-07-05T08:37:28-04:00;0;0: Some pilots are not tailors;tailors,singers,pilots;2;Eq,Aq,Iq,Oq;Premise 1: No tailors are singers;Premise 2: Some pilots are not singers;26;EO3;30709;NVC;362;BALKVO
NVC;NVC;calculations;JBHTQK;1;2016-07-05T08:30:00-04:00;-1;Space: No conclusion is possible;surfers,artists,planners;0;Aq,Iq,Oq,Eq;Premise 1: Some surfers are not artists;Premise 2: Some planners are artists;37;OI3;18322;NVC;352;JBHTQK
NVC;NVC;images;KKCVGH;1;2016-07-05T08:29:58-04:00;-1;Space: No conclusion is possible;opticians,boxers,actuaries;2;Eq,Aq,Iq,Oq;Premise 1: No opticians are boxers;Premise 2: No actuaries are boxers;13;EE3;3689;NVC;370;KKCVGH
CA;O;calculations;RBMPFK;1;2016-07-05T08:29:57-04:00;7;7: Some models are not managers;managers,clerks,models;7;Oq,Iq,Aq,Eq;Premise 1: Some clerks are not managers;Premise 2: All clerks are models;37;OA4;6276;Oca;359;RBMPFK
AC;O;default;WMXPPG;0;2016-07-05T08:29:59-04:00;3;3: Some linguists are not divers;linguists,carpenters,divers;1;Aq,Eq,Oq,Iq;Premise 1: Some linguists are not carpenters;Premise 2: Some divers are not carpenters;18;OO3;19784;NVC;361;WMXPPG
NVC;NVC;default;OPRVJN;1;2016-07-05T08:29:57-04:00;-1;Space: No conclusion is possible;agents,brokers,secretaries;1;Aq,Eq,Oq,Iq;Premise 1: All agents are brokers;Premise 2: All secretaries are brokers;26;AA3;25808;NVC;337;OPRVJN
AC;A;calculations;BNNBAQ;1;2016-07-05T08:30:03-04:00;2;2: All dentists are plumbers;dentists,lifeguards,plumbers;2;Eq,Aq,Iq,Oq;Premise 1: All dentists are lifeguards;Premise 2: All lifeguards are plumbers;1;AA1;22776;Aac,Iac,Ica;378;BNNBAQ
CA;I;images;NRUCLE;0;2016-07-05T08:30:06-04:00;7;7: Some skaters are poets;poets,miners,skaters;5;Iq,Oq,Eq,Aq;Premise 1: No poets are miners;Premise 2: Some miners are skaters;9;EI1;15661;Oca;373;NRUCLE
CA;O;calculations;ROPYFX;0;2016-07-05T08:29:59-04:00;8;8: Some potters are not sailors;sailors,chemists,potters;5;Iq,Oq,Eq,Aq;Premise 1: All chemists are sailors;Premise 2: No chemists are potters;33;AE4;64447;Oac;333;ROPYFX
NVC;NVC;images;KKCVGH;1;2016-07-05T08:30:04-04:00;-1;Space: No conclusion is possible;dentists,plumbers,lifeguards;2;Eq,Aq,Iq,Oq;Premise 1: Some dentists are plumbers;Premise 2: Some lifeguards are not plumbers;14;IO3;4882;NVC;370;KKCVGH
NVC;NVC;calculations;RBMPFK;1;2016-07-05T08:30:05-04:00;-1;Space: No conclusion is possible;cleaners,painters,auditors;7;Oq,Iq,Aq,Eq;Premise 1: All cleaners are painters;Premise 2: All auditors are painters;38;AA3;6549;NVC;359;RBMPFK
CA;E;calculations;PQPLWC;0;2016-07-05T08:30:11-04:00;7;7: No managers are models;models,clerks,managers;3;Eq,Oq,Iq,Aq;Premise 1: Some models are clerks;Premise 2: No managers are clerks;24;IE3;35416;Oac;355;PQPLWC
NVC;NVC;calculations;UFAXGM;1;2016-07-05T07:29:39-05:00;-1;Space: No conclusion is possible;drivers,hikers,writers;4;Iq,Oq,Aq,Eq;Premise 1: Some hikers are drivers;Premise 2: Some writers are not hikers;9;IO2;12311;NVC;380;UFAXGM
AC;A;default;BALKVO;0;2016-07-05T08:37:40-04:00;2;2: All painters are actors;painters,workers,actors;2;Eq,Aq,Iq,Oq;Premise 1: Some painters are workers;Premise 2: Some actors are not workers;27;IO3;8277;NVC;362;BALKVO
CA;I;calculations;SMKISI;0;2016-07-05T08:30:08-04:00;8;8: Some chefs are scientists;scientists,chefs,runners;6;Oq,Iq,Eq,Aq;Premise 1: Some scientists are chefs;NA;2;I_1;10210;NVC;382;SMKISI
CA;E;images;SZHNZT;1;2016-07-05T08:30:09-04:00;8;8: No soldiers are florists;florists,editors,soldiers;1;Aq,Eq,Oq,Iq;Premise 1: No editors are florists;Premise 2: All soldiers are editors;12;EA2;15654;Eac,Eca,Oac,Oca;369;SZHNZT
CA;E;default;WMXPPG;0;2016-07-05T08:30:11-04:00;8;8: No poets are skaters;skaters,miners,poets;1;Aq,Eq,Oq,Iq;Premise 1: No skaters are miners;Premise 2: No poets are miners;19;EE3;10114;NVC;361;WMXPPG
CA;E;default;RAXUPV;0;2016-07-05T07:30:08-05:00;0;0: No linguists are divers;divers,carpenters,linguists;0;Aq,Iq,Oq,Eq;Premise 1: Some carpenters are divers;Premise 2: No carpenters are linguists;20;IE4;15019;Oac;360;RAXUPV
AC;A;default;MNWGCV;0;2016-07-05T08:29:53-04:00;3;3: All hunters are athletes;hunters,lawyers,athletes;7;Oq,Iq,Aq,Eq;Premise 1: All hunters are lawyers;Premise 2: No lawyers are athletes;19;AE1;21540;Eac,Eca,Oac,Oca;367;MNWGCV
NVC;NVC;calculations;RBMPFK;1;2016-07-05T08:30:12-04:00;-1;Space: No conclusion is possible;surfers,planners,artists;7;Oq,Iq,Aq,Eq;Premise 1: Some surfers are planners;Premise 2: Some artists are planners;39;II3;4771;NVC;359;RBMPFK
CA;O;calculations;TXTFLX;0;2016-07-05T08:30:12-04:00;8;8: Some poets are not waiters;waiters,cashiers,poets;5;Iq,Oq,Eq,Aq;Premise 1: No cashiers are waiters;Premise 2: Some cashiers are not poets;31;EO4;15651;NVC;357;TXTFLX
AC;I;calculations;OUGSBA;1;2016-07-05T07:30:41-05:00;2;2: Some plumbers are dentists;plumbers,lifeguards,dentists;0;Aq,Iq,Oq,Eq;Premise 1: Some lifeguards are plumbers;Premise 2: All lifeguards are dentists;2;IA4;26217;Iac,Ica;376;OUGSBA
CA;O;calculations;VQMSLO;0;2016-07-05T08:30:14-04:00;7;7: Some painters are not auditors;auditors,cleaners,painters;6;Oq,Iq,Eq,Aq;Premise 1: All auditors are cleaners;Premise 2: Some cleaners are not painters;39;AO1;112839;NVC;358;VQMSLO
AC;E;images;TTOIVF;0;2016-07-05T08:30:15-04:00;3;3: No pilots are singers;pilots,tailors,singers;5;Iq,Oq,Eq,Aq;Premise 1: No pilots are tailors;Premise 2: Some singers are tailors;55;EI3;39808;Oca;325;TTOIVF
CA;O;calculations;QOWEKP;0;2016-07-05T15:30:14+03:00;0;0: Some agents are not secretaries;secretaries,brokers,agents;2;Eq,Aq,Iq,Oq;Premise 1: Some secretaries are brokers;Premise 2: Some brokers are not agents;29;IO1;17406;NVC;306;QOWEKP
AC;E;images;KKCVGH;0;2016-07-05T08:30:17-04:00;1;1: No athletes are hunters;athletes,lawyers,hunters;2;Eq,Aq,Iq,Oq;Premise 1: No athletes are lawyers;Premise 2: All lawyers are hunters;15;EA1;10953;Oca;370;KKCVGH
NVC;NVC;calculations;JBHTQK;1;2016-07-05T08:30:20-04:00;-1;Space: No conclusion is possible;packers,tutors,butchers;0;Aq,Iq,Oq,Eq;Premise 1: Some tutors are not packers;Premise 2: Some tutors are butchers;38;OI4;17741;NVC;352;JBHTQK
CA;I;images;SZHNZT;0;2016-07-05T08:30:19-04:00;0;0: Some writers are hikers;hikers,drivers,writers;1;Aq,Eq,Oq,Iq;Premise 1: Some hikers are drivers;Premise 2: All writers are drivers;13;IA3;8616;NVC;369;SZHNZT
CA;O;calculations;SMKISI;0;2016-07-05T08:30:19-04:00;7;7: Some drivers are not hikers;hikers,drivers,writers;6;Oq,Iq,Eq,Aq;Premise 1: Some hikers are not drivers;NA;3;O_1;9043;NVC;382;SMKISI
AC;I;images;SORCMA;0;2016-07-05T08:30:13-04:00;1;1: Some actors are drillers;actors,nurses,drillers;4;Iq,Oq,Aq,Eq;Premise 1: Some actors are not nurses;Premise 2: Some drillers are nurses;13;OI3;32783;NVC;372;SORCMA
AC;E;calculations;UFAXGM;0;2016-07-05T07:29:51-05:00;4;4: No lifeguards are dentists;lifeguards,plumbers,dentists;4;Iq,Oq,Aq,Eq;Premise 1: Some lifeguards are not plumbers;Premise 2: No dentists are plumbers;10;OE3;10441;NVC;380;UFAXGM
NVC;NVC;calculations;PQPLWC;1;2016-07-05T08:30:25-04:00;-1;Space: No conclusion is possible;barbers,investors,jugglers;3;Eq,Oq,Iq,Aq;Premise 1: Some investors are barbers;Premise 2: Some investors are jugglers;25;II4;11971;NVC;355;PQPLWC
CA;O;calculations;VQMSLO;1;2016-07-05T08:30:22-04:00;7;7: Some dancers are not boxers;boxers,typists,dancers;6;Oq,Iq,Eq,Aq;Premise 1: No typists are boxers;Premise 2: Some dancers are typists;40;EI2;6791;Oca;358;VQMSLO
NVC;NVC;calculations;RBMPFK;1;2016-07-05T08:30:24-04:00;-1;Space: No conclusion is possible;nurses,drillers,actors;7;Oq,Iq,Aq,Eq;Premise 1: Some drillers are not nurses;Premise 2: No drillers are actors;40;OE4;9932;NVC;359;RBMPFK
CA;A;calculations;UFAXGM;0;2016-07-05T07:29:55-05:00;9;9: All managers are clerks;clerks,models,managers;4;Iq,Oq,Aq,Eq;Premise 1: All clerks are models;Premise 2: Some managers are not models;11;AO3;2123;Oca;380;UFAXGM
CA;I;calculations;MDXJSL;0;2016-07-05T08:30:21-04:00;0;0: Some workers are actors;actors,painters,workers;1;Aq,Eq,Oq,Iq;Premise 1: No painters are actors;Premise 2: Some workers are painters;5;EI2;36810;Oca;377;MDXJSL
AC;I;default;BALKVO;0;2016-07-05T08:37:56-04:00;3;3: Some swimmers are mayors;swimmers,cooks,mayors;2;Eq,Aq,Iq,Oq;Premise 1: Some cooks are not swimmers;Premise 2: Some mayors are cooks;28;OI2;13012;NVC;362;BALKVO
AC;I;default;MNWGCV;0;2016-07-05T08:30:06-04:00;2;2: Some divers are linguists;divers,carpenters,linguists;7;Oq,Iq,Aq,Eq;Premise 1: No divers are carpenters;Premise 2: Some carpenters are not linguists;20;EO1;11614;NVC;367;MNWGCV
AC;I;calculations;BNNBAQ;1;2016-07-05T08:30:28-04:00;3;3: Some sculptors are gamblers;sculptors,bakers,gamblers;2;Eq,Aq,Iq,Oq;Premise 1: Some bakers are sculptors;Premise 2: All bakers are gamblers;2;IA4;23486;Iac,Ica;378;BNNBAQ
AC;O;default;RAXUPV;0;2016-07-05T07:30:24-05:00;3;3: Some doctors are not tellers;doctors,climbers,tellers;0;Aq,Iq,Oq,Eq;Premise 1: Some climbers are doctors;Premise 2: Some climbers are not tellers;21;IO4;13930;NVC;360;RAXUPV
AC;O;images;DBHHZZ;0;2016-07-05T08:30:26-04:00;2;2: Some travelers are not analysts;travelers,novelists,analysts;3;Eq,Oq,Iq,Aq;Premise 1: Some novelists are not travelers;Premise 2: Some analysts are not novelists;5;OO2;44687;NVC;371;DBHHZZ
AC;O;images;KKCVGH;0;2016-07-05T08:30:28-04:00;4;4: Some campers are not engineers;campers,fencers,engineers;2;Eq,Aq,Iq,Oq;Premise 1: All campers are fencers;Premise 2: Some fencers are not engineers;16;AO1;9258;NVC;370;KKCVGH
NVC;NVC;calculations;JBHTQK;1;2016-07-05T08:30:32-04:00;-1;Space: No conclusion is possible;barbers,investors,jugglers;0;Aq,Iq,Oq,Eq;Premise 1: No investors are barbers;Premise 2: Some jugglers are not investors;39;EO2;10136;NVC;352;JBHTQK
AC;E;calculations;UFAXGM;0;2016-07-05T07:30:01-05:00;4;4: No nurses are actors;nurses,drillers,actors;4;Iq,Oq,Aq,Eq;Premise 1: No drillers are nurses;Premise 2: No drillers are actors;12;EE4;4636;NVC;380;UFAXGM
CA;I;calculations;QOWEKP;1;2016-07-05T15:30:31+03:00;9;9: Some farmers are assistants;assistants,scholars,farmers;2;Eq,Aq,Iq,Oq;Premise 1: Some assistants are scholars;Premise 2: All scholars are farmers;30;IA1;15027;Iac,Ica;306;QOWEKP
AC;I;images;SZHNZT;1;2016-07-05T08:30:32-04:00;4;4: Some jugglers are barbers;jugglers,investors,barbers;1;Aq,Eq,Oq,Iq;Premise 1: All investors are jugglers;Premise 2: Some investors are barbers;14;AI4;11529;Iac,Ica;369;SZHNZT
NVC;NVC;images;KKCVGH;0;2016-07-05T08:30:33-04:00;-1;Space: No conclusion is possible;workers,painters,actors;2;Eq,Aq,Iq,Oq;Premise 1: No painters are workers;Premise 2: All painters are actors;17;EA4;3456;Oca;370;KKCVGH
CA;I;calculations;TXTFLX;0;2016-07-05T08:30:32-04:00;7;7: Some drivers are hikers;hikers,writers,drivers;5;Iq,Oq,Eq,Aq;Premise 1: Some writers are hikers;Premise 2: All drivers are writers;32;IA2;18158;NVC;357;TXTFLX
AC;A;default;NXVYJP;0;2016-07-05T05:30:31-07:00;1;1: All planners are surfers;planners,surfers,artists;1;Aq,Eq,Oq,Iq;Premise 1: All planners are surfers;NA;0;A_1;18015;NVC;385;NXVYJP
AC;I;calculations;UFAXGM;0;2016-07-05T07:30:05-05:00;1;1: Some boxers are actuaries;boxers,opticians,actuaries;4;Iq,Oq,Aq,Eq;Premise 1: Some boxers are opticians;Premise 2: Some actuaries are not opticians;13;IO3;1656;NVC;380;UFAXGM
AC;E;images;TTOIVF;1;2016-07-05T08:30:36-04:00;3;3: No sculptors are bakers;sculptors,gamblers,bakers;5;Iq,Oq,Eq,Aq;Premise 1: No gamblers are sculptors;Premise 2: All bakers are gamblers;56;EA2;18781;Eac,Eca,Oac,Oca;325;TTOIVF
CA;E;calculations;RBMPFK;1;2016-07-05T08:30:35-04:00;0;0: No golfers are teachers;teachers,bankers,golfers;7;Oq,Iq,Aq,Eq;Premise 1: No bankers are teachers;Premise 2: All golfers are bankers;41;EA2;9961;Eac,Eca,Oac,Oca;359;RBMPFK
CA;O;images;NRUCLE;0;2016-07-05T08:30:39-04:00;8;8: Some tailors are not singers;singers,pilots,tailors;5;Iq,Oq,Eq,Aq;Premise 1: No pilots are singers;Premise 2: No pilots are tailors;10;EE4;31278;NVC;373;NRUCLE
CA;O;calculations;UFAXGM;0;2016-07-05T07:30:07-05:00;8;8: Some runners are not scientists;scientists,chefs,runners;4;Iq,Oq,Aq,Eq;Premise 1: No chefs are scientists;Premise 2: Some runners are not chefs;14;EO2;1110;NVC;380;UFAXGM
CA;I;calculations;VQMSLO;0;2016-07-05T08:30:37-04:00;8;8: Some actors are painters;painters,workers,actors;6;Oq,Iq,Eq,Aq;Premise 1: Some painters are workers;Premise 2: Some actors are workers;41;II3;13171;NVC;358;VQMSLO
AC;O;calculations;PQPLWC;0;2016-07-05T08:30:42-04:00;2;2: Some golfers are not teachers;golfers,bankers,teachers;3;Eq,Oq,Iq,Aq;Premise 1: Some bankers are not golfers;Premise 2: All bankers are teachers;26;OA4;16258;Oca;355;PQPLWC
AC;E;default;NXVYJP;0;2016-07-05T05:30:37-07:00;2;2: No students are cyclists;students,cyclists,buyers;1;Aq,Eq,Oq,Iq;Premise 1: No students are cyclists;NA;1;E_1;4699;NVC;385;NXVYJP
NVC;NVC;calculations;RBMPFK;1;2016-07-05T08:30:40-04:00;-1;Space: No conclusion is possible;runners,chefs,scientists;7;Oq,Iq,Aq,Eq;Premise 1: Some runners are not chefs;Premise 2: Some scientists are chefs;42;OI3;3109;NVC;359;RBMPFK
AC;E;calculations;UFAXGM;0;2016-07-05T07:30:11-05:00;4;4: No architects are trainers;architects,designers,trainers;4;Iq,Oq,Aq,Eq;Premise 1: No architects are designers;Premise 2: No designers are trainers;15;EE1;2342;NVC;380;UFAXGM
